Account Number,Income,Credit Limit,Credit Rating,Household Size,Education Years,TV Hours Per Week,Age,Gender,Married,Credit Limit Breach
17719888,49.1,16.017777777777777,661.0666666666666,1,3,40,30,Female,No,No
25115050,50.0,18.014285714285712,540.8571428571429,7,4,29,56,Female,Yes,No
23803765,74.5,19.766666666666666,826.0,5,5,45,32,Male,No,No
28803377,16.6,18.52238993710692,451.3433962264151,1,1,58,53,Male,Yes,No
2932236,87.7,17.13793650793651,788.2761904761905,5,5,40,42,Male,Yes,No
19514456,97.0,24.366666666666667,802.0,4,4,56,38,Female,Yes,No
973018,59.5,13.804421768707481,528.2653061224489,7,0,48,49,Female,Yes,No
24797090,87.5,20.53103448275862,811.8620689655172,3,4,17,29,Female,Yes,No
21053462,74.2,24.41579234972678,744.9475409836066,6,3,9,61,Female,Yes,No
24861183,58.5,13.066666666666666,544.0,1,0,35,32,Male,Yes,No
25512557,62.6,20.034871794871798,722.0923076923077,8,3,24,26,Female,No,No
21094129,72.3,21.467619047619046,568.0571428571428,2,2,4,56,Male,No,No
13636765,96.7,24.083333333333336,845.0,5,2,37,24,Female,Yes,No
27587155,90.8,21.096553672316382,665.793220338983,3,1,17,59,Male,No,Yes
7217768,43.5,16.833870967741934,410.0322580645161,3,1,6,62,Male,No,No
7604791,63.4,18.594615384615388,635.6769230769231,4,4,24,65,Female,No,Yes
9303179,116.1,17.183333333333334,791.0,6,4,16,32,Female,No,No
22106198,101.8,20.866666666666667,772.0,5,4,20,44,Female,Yes,No
24804773,83.2,19.866666666666667,772.0,3,4,54,24,Male,Yes,No
7406816,99.8,22.566666666666666,754.0,6,3,33,33,Female,No,No
21811280,107.0,17.7,762.0,7,1,3,33,Male,No,No
13121192,28.1,9.206666666666667,372.4,4,2,23,50,Male,No,No
5422889,46.6,12.573333333333332,634.4,6,2,14,40,Female,No,No
19156563,44.7,14.18,550.8,6,1,35,50,Female,No,No
22594644,54.5,20.46666666666667,568.0,5,2,58,64,Male,No,No
14208120,120.9,25.75,825.0,3,3,4,25,Female,Yes,No
15491058,103.7,24.833333333333336,770.0,1,1,32,20,Male,No,No
6767894,82.4,22.844108527131784,650.646511627907,5,3,47,43,Female,Yes,Yes
13828681,52.9,11.691884057971015,641.5130434782609,7,5,21,46,Female,No,No
594643,52.8,10.96973544973545,598.184126984127,4,5,39,63,Female,Yes,No
23469886,97.7,24.422857142857143,745.3714285714286,4,2,23,35,Male,No,No
1332126,46.3,15.782962962962962,586.9777777777778,7,2,8,45,Male,No,No
28211232,104.7,23.21666666666667,793.0,6,3,6,25,Male,Yes,No
1314894,28.7,8.242962962962963,374.5777777777778,2,2,34,45,Female,No,No
3443874,105.1,24.466190476190476,747.9714285714285,5,1,47,35,Male,No,No
4651402,93.0,15.516666666666667,751.0,3,4,21,53,Female,Yes,Yes
28479025,41.5,11.57962962962963,514.7777777777778,5,0,30,45,Female,No,No
19466502,62.8,15.062857142857142,723.7714285714285,4,2,6,35,Female,No,No
1446541,105.3,24.55,813.0,2,5,38,51,Male,No,Yes
22460022,112.4,23.866666666666667,772.0,7,1,59,35,Female,Yes,No
25652206,45.8,13.753333333333334,705.2,6,5,22,50,Female,No,No
12484688,118.4,20.033737373737374,782.0242424242424,3,1,18,33,Female,No,No
3444058,104.0,18.317204301075268,679.0322580645161,4,3,24,62,Male,Yes,No
908430,16.9,9.442389937106919,326.5433962264151,7,0,29,53,Female,Yes,No
11379028,58.2,12.804242424242425,528.2545454545455,2,1,37,55,Female,Yes,No
16892989,111.9,20.516666666666666,751.0,7,2,60,39,Male,Yes,No
12280972,94.8,22.894242424242425,713.6545454545454,8,2,47,55,Male,Yes,Yes
12338027,101.0,18.28333333333333,737.0,6,2,4,32,Female,Yes,No
19891628,49.7,18.67040404040404,640.2242424242424,7,4,54,33,Female,Yes,No
21777286,43.5,11.6,516.0,3,4,31,50,Male,No,No
3312722,72.7,20.633333333333333,818.0,4,5,19,22,Male,Yes,No
8482219,60.7,16.224444444444444,613.4666666666667,5,3,49,48,Male,No,No
1966768,92.8,17.845438596491228,710.7263157894736,3,3,21,38,Female,No,No
5029751,48.0,9.764285714285716,465.8571428571429,4,3,9,56,Male,Yes,No
280763,69.1,16.92030303030303,655.2181818181818,5,2,31,44,Female,Yes,No
19481564,75.1,17.71962962962963,643.1777777777777,6,4,20,45,Male,Yes,No
26635121,96.9,20.546879432624113,752.8127659574468,6,0,22,47,Male,No,No
16090419,30.6,16.60153846153846,636.0923076923077,5,2,62,26,Female,No,No
19821098,34.9,18.37551724137931,502.5310344827586,8,5,29,58,Female,Yes,No
26215787,94.9,16.82296296296296,709.3777777777777,4,1,55,45,Male,Yes,No
2090605,55.2,11.834901960784315,470.09411764705885,4,0,47,34,Female,No,Yes
21067941,31.9,14.01077519379845,420.646511627907,5,2,38,43,Male,No,No
18514610,30.5,13.748550724637681,524.9130434782609,3,2,33,46,Male,No,No
14965921,34.8,15.094242424242426,545.6545454545455,4,3,60,55,Male,No,No
12412383,53.5,14.215217391304348,552.9130434782609,5,1,34,46,Female,No,No
25908244,36.9,12.193333333333333,491.6,6,3,29,50,Female,Yes,Yes
12620864,50.8,18.695438596491226,581.7263157894736,2,3,11,38,Male,Yes,No
17181666,76.3,14.074901960784313,724.4941176470588,2,1,25,34,Female,Yes,No
21762130,40.4,18.225217391304348,493.5130434782609,5,3,8,46,Female,No,No
9072893,74.3,15.173535353535353,550.4121212121212,5,1,50,66,Male,Yes,No
3104859,20.5,11.440909090909091,386.4545454545455,4,1,12,55,Male,Yes,No
7546814,99.3,16.203068783068783,732.184126984127,3,1,59,63,Female,No,No
16512932,86.5,19.802032520325206,828.1219512195122,6,4,52,41,Male,No,Yes
15080003,36.9,13.128803418803418,487.7282051282051,3,0,55,39,Male,No,No
4152263,123.4,17.866666666666667,772.0,5,4,28,49,Male,Yes,No
20172526,81.6,20.95111111111111,777.0666666666666,6,4,9,48,Female,No,No
7003322,110.5,23.691269841269843,821.4761904761905,7,1,16,42,Male,No,No
7083811,82.3,18.690212765957448,581.4127659574468,3,0,12,47,Female,Yes,No
23379106,107.4,24.46666666666667,808.0,5,4,41,46,Male,Yes,No
23999546,29.3,12.436666666666667,626.2,4,3,51,32,Female,Yes,No
21094393,49.7,13.161034482758621,669.6620689655173,2,0,23,29,Female,No,Yes
14946462,64.3,17.707037037037036,762.4222222222222,7,5,39,36,Male,Yes,Yes
3870395,107.6,16.883333333333333,773.0,5,0,44,26,Female,No,No
19158866,74.5,14.831884057971015,529.9130434782609,5,1,20,46,Female,No,No
19671457,89.8,23.05095238095238,663.0571428571429,2,3,31,56,Male,Yes,No
16772332,106.9,19.813535353535354,768.8121212121213,7,2,13,66,Female,No,Yes
29206748,37.4,10.060537634408602,363.6322580645161,4,0,33,62,Male,No,No
16218206,91.9,13.20973544973545,612.584126984127,7,2,50,63,Female,Yes,No
4367085,74.4,15.608850574712644,696.5310344827586,3,2,30,58,Male,Yes,No
22601827,73.0,16.166666666666664,790.0,2,1,34,23,Male,Yes,No
9878187,45.1,15.624108527131783,637.446511627907,5,2,12,43,Female,No,No
5897967,60.9,16.940303030303028,536.4181818181818,7,2,27,44,Female,Yes,No
25362543,71.0,10.936868686868687,536.2121212121212,6,3,49,66,Male,Yes,No
18367202,94.6,18.80437908496732,708.2627450980392,6,1,34,51,Female,Yes,Yes
28375531,29.8,13.704615384615385,522.2769230769231,1,3,40,65,Female,No,No
14878375,31.3,9.505792349726775,510.3475409836065,1,4,57,61,Male,No,No
5893303,57.6,19.06962962962963,664.1777777777778,4,2,16,45,Male,Yes,No
2749045,25.7,15.40020202020202,384.0121212121212,6,2,60,66,Female,No,No
26458523,34.7,13.95027027027027,657.0162162162162,3,5,48,37,Female,Yes,No
10262559,124.3,25.066666666666666,844.0,1,5,30,26,Male,No,No
24844926,50.3,20.850434782608694,771.0260869565218,6,3,52,23,Female,Yes,No
25434924,93.1,16.46666666666667,808.0,2,5,60,49,Male,Yes,No
28000346,61.4,12.86354609929078,651.8127659574468,2,1,46,47,Female,Yes,No
16807968,31.4,15.321904761904761,559.3142857142857,7,3,12,28,Female,Yes,No
24114514,70.2,19.13077519379845,667.8465116279069,4,5,44,43,Female,No,No
7630799,57.7,19.722105263157893,643.3263157894737,2,3,34,38,Female,Yes,No
11737312,70.0,17.25952380952381,615.5714285714286,2,1,60,35,Male,Yes,No
4626938,89.8,25.15,849.0,6,5,23,27,Female,No,No
19875145,51.1,12.80912568306011,408.54754098360655,1,0,10,61,Female,No,No
26267970,91.9,19.066666666666666,784.0,4,5,5,50,Male,Yes,Yes
28992952,56.5,19.998850574712645,479.9310344827586,6,1,27,58,Male,Yes,No
7682183,72.0,14.33103448275862,739.8620689655172,6,0,53,29,Male,Yes,No
10451834,73.2,22.396402116402115,743.7841269841269,8,5,30,63,Male,Yes,No
7321633,30.2,21.065802469135804,603.9481481481482,7,4,53,54,Female,No,No
25262894,79.6,19.986296296296295,659.1777777777777,7,3,42,45,Female,Yes,No
9338974,76.3,15.99251461988304,719.5508771929824,4,2,31,57,Male,Yes,No
4848566,115.4,16.65,759.0,7,2,5,44,Male,Yes,Yes
3113081,55.5,16.813636363636363,708.8181818181818,7,3,11,44,Male,Yes,No
9088725,123.1,20.233333333333334,794.0,2,3,20,69,Male,Yes,No
1729526,87.2,23.71666666666667,763.0,3,4,46,30,Male,Yes,No
8987504,50.6,22.73090909090909,703.8545454545455,5,4,53,55,Male,No,No
24507346,101.1,20.833333333333336,770.0,8,4,5,41,Female,Yes,No
16768369,44.1,18.47827160493827,748.6962962962963,3,3,46,27,Male,No,No
16049796,48.0,15.832389937106917,529.9433962264151,7,0,28,53,Female,No,Yes
9456704,36.1,12.987435897435898,479.2461538461539,3,3,59,52,Female,No,No
10304015,83.1,17.76108843537415,585.665306122449,1,1,33,49,Male,No,No
17571047,82.5,14.559887005649717,633.593220338983,4,2,31,59,Female,Yes,No
9909603,90.1,20.854285714285716,531.2571428571429,6,0,57,56,Female,No,No
8671846,59.1,11.582857142857142,634.9714285714285,5,2,37,35,Female,No,No
13546035,77.0,23.016666666666666,781.0,2,4,40,24,Female,No,No
22651593,33.3,11.644242424242425,518.6545454545454,6,2,37,55,Female,No,No
11708055,38.9,9.376402116402117,442.584126984127,7,1,2,63,Female,Yes,No
124513,45.0,14.95,537.0,6,4,17,50,Female,Yes,No
4847007,56.0,15.1,546.0,7,4,39,50,Male,Yes,No
9703700,22.6,12.621884057971014,457.31304347826085,4,3,6,46,Male,No,No
19114745,92.6,15.85,771.0,7,3,31,38,Female,Yes,No
26288379,100.9,16.11,726.6,7,2,19,50,Male,No,No
9344820,67.4,13.987777777777778,659.2666666666667,4,2,54,48,Male,No,No
25792483,94.6,15.502962962962961,750.1777777777777,4,1,46,45,Female,No,No
24680475,52.1,14.00437908496732,600.2627450980392,5,3,6,51,Female,Yes,Yes
6265649,47.0,10.652136752136752,579.1282051282051,3,4,36,39,Male,Yes,No
383637,87.9,22.102105263157895,606.1263157894737,5,0,45,38,Male,No,No
3637246,17.5,13.803603603603605,468.21621621621625,1,3,59,37,Female,Yes,No
15760570,59.3,21.905365853658537,594.3219512195121,2,4,54,41,Male,No,No
28366322,65.2,13.59551724137931,575.7310344827587,3,0,26,58,Male,Yes,No
19323688,52.5,16.846296296296295,530.7777777777778,1,2,37,45,Male,No,No
1933532,32.9,17.723636363636363,463.4181818181818,3,2,3,44,Male,Yes,No
6142858,76.4,21.231568627450983,673.8941176470589,4,1,25,34,Male,No,No
13879484,44.2,10.074444444444445,544.4666666666667,4,4,51,48,Female,No,No
26234602,95.4,21.837777777777777,590.2666666666667,1,1,33,48,Male,Yes,No
23481374,84.9,15.6,816.0,6,2,33,25,Female,Yes,No
21271949,114.4,24.82296296296296,829.3777777777777,3,3,24,45,Female,Yes,Yes
28438606,84.5,23.35,801.0,4,5,34,44,Male,Yes,No
14365048,31.7,19.983333333333334,779.0,5,5,31,29,Female,Yes,No
11692125,100.0,20.15,849.0,4,5,51,52,Male,No,Yes
3349205,126.1,24.360212765957446,741.6127659574468,5,1,31,47,Female,No,No
3226576,23.3,14.134102564102564,548.0461538461539,2,4,45,52,Male,Yes,No
22699109,52.8,18.617435897435897,397.04615384615386,7,0,36,52,Female,Yes,No
23409741,34.2,16.985847953216375,479.1508771929825,5,4,31,57,Female,Yes,No
4809697,95.7,21.08213675213675,724.928205128205,5,3,5,39,Female,Yes,No
20181148,54.2,11.849135802469137,530.9481481481482,3,1,4,54,Female,Yes,No
28838347,89.0,17.935470085470087,776.1282051282051,2,1,13,39,Female,Yes,No
12029956,53.6,17.621045751633986,577.2627450980392,2,2,29,51,Female,Yes,No
14469460,66.8,19.367619047619048,502.0571428571428,3,2,45,56,Female,Yes,No
22307830,30.5,12.195238095238096,431.7142857142857,7,0,30,28,Male,Yes,No
4716005,38.2,7.7335460992907805,404.01276595744685,5,2,36,47,Female,Yes,No
3105722,101.7,25.016666666666666,841.0,2,4,1,31,Male,No,No
18516946,121.1,25.71666666666667,823.0,4,2,12,35,Male,No,No
13795008,46.5,17.511111111111113,630.6666666666667,5,4,27,48,Female,Yes,No
1237988,72.3,20.387441860465117,563.246511627907,2,1,10,43,Female,Yes,No
14954048,99.8,19.06855072463768,664.1130434782608,1,2,56,46,Female,Yes,No
24598829,85.4,22.016666666666666,781.0,8,2,54,42,Female,Yes,Yes
5624536,77.9,23.144108527131785,728.646511627907,4,2,2,43,Female,No,No
24187866,56.3,18.26126984126984,615.6761904761904,3,3,30,42,Female,No,No
20514024,76.6,15.003636363636364,540.2181818181818,2,1,41,44,Female,No,Yes
16084176,73.8,19.983333333333334,779.0,7,4,26,32,Male,No,No
3550091,63.5,19.12037037037037,607.2222222222222,8,3,17,36,Female,Yes,No
1245388,115.4,16.53333333333333,812.0,6,3,16,28,Female,No,No
2681087,102.4,23.266666666666666,796.0,5,2,32,28,Female,No,No
6644617,59.5,22.84444444444444,770.6666666666666,4,5,55,30,Male,Yes,Yes
21729392,109.7,20.737936507936507,764.2761904761904,3,1,15,42,Male,No,No
16700373,64.6,10.720952380952381,463.25714285714287,5,0,19,56,Male,Yes,No
10865248,63.2,21.53,571.8,5,1,30,32,Male,No,No
12392695,42.6,20.136969696969697,668.2181818181818,7,5,13,44,Female,No,No
3035122,99.1,20.556666666666665,753.4,6,2,2,50,Female,Yes,No
21597491,123.9,17.1,846.0,2,4,46,29,Female,No,No
4605828,98.0,23.766666666666666,826.0,5,3,9,51,Male,No,No
5261322,81.8,20.916666666666664,775.0,1,3,37,44,Male,Yes,No
17516747,82.6,16.159125683060108,609.5475409836065,7,1,14,61,Female,No,No
22345188,82.4,19.093333333333334,785.6,7,4,10,40,Male,Yes,No
4610796,93.5,15.657936507936508,579.4761904761905,1,0,11,42,Female,Yes,No
17396795,102.1,22.875802469135802,772.5481481481481,6,2,57,54,Male,No,No
25609391,91.3,25.633333333333333,758.0,3,4,42,32,Male,Yes,No
26114234,37.7,13.210769230769232,612.6461538461539,6,5,37,52,Male,Yes,Yes
2576571,12.2,17.313333333333333,438.8,1,2,37,64,Female,Yes,No
29557885,87.2,19.08246913580247,604.9481481481482,2,1,26,54,Male,Yes,No
21367843,53.7,19.05777777777778,483.4666666666667,8,1,35,48,Male,Yes,No
23623063,115.1,21.35,801.0,4,5,12,57,Male,Yes,No
15107257,70.9,21.566666666666666,754.0,8,4,13,36,Male,No,Yes
25164968,44.1,18.31156862745098,678.6941176470589,5,4,37,34,Female,No,No
13261957,118.3,17.05,783.0,7,4,24,50,Male,Yes,No
26343218,91.4,24.85,831.0,3,5,37,48,Male,Yes,No
24032943,46.9,12.049181286549707,542.9508771929825,8,3,11,57,Male,No,No
2518317,60.0,22.183333333333334,611.0,5,1,50,25,Male,No,No
23803814,48.4,13.166716417910447,550.0029850746268,2,4,34,67,Male,No,No
6504217,109.7,27.45,807.0,5,3,2,39,Female,Yes,No
26981598,83.5,22.566666666666666,754.0,6,3,23,58,Male,Yes,No
14171718,53.6,18.67076923076923,460.2461538461539,5,2,8,52,Female,No,No
21030669,61.3,15.614444444444445,636.8666666666667,6,1,24,48,Male,Yes,No
17672020,66.3,17.323603603603605,679.4162162162163,4,2,36,37,Male,No,No
26254177,49.4,11.175217391304349,610.5130434782609,5,2,42,46,Female,Yes,No
14465755,96.9,16.962469135802472,537.7481481481482,6,0,39,54,Male,No,No
3944440,65.5,19.016666666666666,781.0,6,3,5,31,Male,No,No
15200138,84.9,24.733333333333334,764.0,6,5,13,44,Female,Yes,No
17017992,84.8,21.296553672316385,617.793220338983,7,3,53,59,Female,Yes,No
27102741,84.6,20.233333333333334,794.0,5,5,2,44,Male,Yes,No
16483278,82.0,22.081045751633987,724.8627450980392,7,2,23,51,Female,No,No
14447519,31.7,15.022857142857143,661.3714285714286,6,3,6,35,Male,Yes,No
25742947,91.8,16.1,846.0,7,4,40,57,Male,No,No
26501917,93.1,21.516666666666666,811.0,4,3,46,37,Male,No,No
3545289,100.2,14.876969696969697,712.6181818181818,6,1,42,44,Female,Yes,No
15506442,89.7,22.916879432624114,715.0127659574468,5,1,15,47,Male,No,No
24832113,91.7,15.344285714285714,680.6571428571428,6,3,43,56,Male,Yes,No
2551956,119.1,17.983220338983052,718.9932203389831,2,0,43,59,Male,No,No
19731560,87.0,13.788235294117646,647.2941176470588,5,1,58,34,Female,Yes,No
6779655,102.2,20.96410852713178,717.8465116279069,4,2,20,43,Female,Yes,No
5115390,54.9,12.264421768707482,435.86530612244894,6,1,31,49,Male,No,No
12290937,68.8,18.805470085470084,648.3282051282051,5,2,1,39,Female,Yes,No
1325167,38.5,15.730434782608695,763.8260869565217,3,5,14,23,Male,Yes,No
2559625,46.6,17.554102564102564,513.2461538461539,3,2,52,52,Female,No,No
4159953,47.7,17.21104575163399,432.66274509803924,7,1,13,51,Female,No,No
5607918,37.2,15.767037037037039,466.02222222222224,1,2,25,36,Male,No,No
4429561,79.5,17.003535353535355,660.2121212121212,4,4,37,66,Female,No,No
18364289,86.0,20.349056603773583,680.9433962264151,2,2,19,53,Female,No,No
10571901,64.4,18.560000000000002,573.6,5,1,35,50,Female,Yes,No
13971346,77.4,21.037777777777777,602.2666666666667,5,0,8,48,Female,Yes,Yes
11203760,108.0,18.03333333333333,842.0,7,4,29,41,Female,No,No
26427551,87.7,18.92770114942529,835.6620689655173,7,2,37,29,Male,No,No
16195391,84.0,22.00246913580247,660.1481481481482,2,4,54,54,Male,No,No
29362875,51.5,13.665217391304347,579.9130434782609,5,1,53,46,Male,No,No
14734134,68.5,19.864379084967318,651.8627450980392,1,2,15,51,Male,Yes,No
20826310,13.2,8.607450980392157,336.4470588235294,4,3,31,68,Female,Yes,No
25287401,129.2,22.74572327044025,704.743396226415,2,0,53,53,Female,Yes,No
8752014,78.0,18.05,783.0,4,3,32,45,Female,No,No
27270530,27.2,15.561045751633987,393.66274509803924,7,3,0,51,Female,No,No
27002416,39.4,15.967070707070707,658.0242424242424,6,3,12,33,Female,Yes,No
22964781,27.3,9.187441860465116,491.24651162790695,3,3,54,43,Female,Yes,No
27648305,23.8,20.47,628.2,5,2,16,20,Female,Yes,Yes
5013303,68.3,14.140212765957447,548.4127659574468,3,1,4,47,Female,Yes,No
565057,90.4,17.4,804.0,2,4,48,39,Female,No,No
7576281,83.4,14.204444444444444,672.2666666666667,4,2,36,48,Male,Yes,No
23734339,76.1,18.437701149425287,746.2620689655173,7,4,17,29,Male,Yes,Yes
19961042,53.9,13.815847953216375,648.9508771929825,1,4,24,57,Female,Yes,No
3513848,64.7,17.433333333333334,806.0,5,5,49,30,Male,Yes,Yes
12974124,119.6,20.85,831.0,5,3,21,59,Male,No,No
23814508,44.3,21.80693693693694,708.4162162162163,2,4,56,37,Female,No,Yes
16014839,53.4,15.46077519379845,567.646511627907,4,4,11,43,Male,Yes,No
6775491,54.8,20.831111111111113,769.8666666666667,3,5,55,48,Female,No,No
26389634,120.8,26.566666666666666,754.0,2,3,7,24,Female,Yes,No
3206751,119.4,24.008850574712646,660.5310344827586,7,1,51,58,Female,No,No
24536446,52.5,13.255555555555555,675.3333333333333,6,5,47,60,Male,Yes,No
24424536,69.0,21.003603603603604,660.2162162162163,7,3,56,37,Female,Yes,No
12746034,82.9,17.004444444444445,600.2666666666667,5,0,28,30,Male,Yes,No
19777163,83.6,22.697575757575756,641.8545454545455,7,3,20,55,Male,No,No
2056476,42.9,11.076666666666666,544.6,6,5,6,50,Male,Yes,No
25676323,50.1,18.124615384615385,427.4769230769231,4,1,26,65,Male,Yes,No
14749256,107.3,16.683333333333334,821.0,1,4,53,45,Male,No,No
13653039,79.8,23.60693693693694,696.4162162162163,7,1,3,37,Male,Yes,Yes
11963983,97.0,23.25,795.0,1,4,61,49,Male,Yes,No
22276178,102.6,22.566666666666666,754.0,5,2,5,26,Male,Yes,No
771478,66.6,19.8,828.0,7,1,10,19,Male,Yes,No
11164137,58.6,11.460212765957445,567.6127659574468,7,3,58,47,Female,Yes,No
27273011,45.0,12.399056603773584,563.9433962264151,2,1,12,53,Female,No,No
21061844,110.9,19.71666666666667,763.0,5,4,5,26,Male,No,Yes
17900996,38.6,19.495555555555555,629.7333333333333,4,4,10,60,Male,No,No
10690872,117.5,18.53333333333333,812.0,2,1,4,39,Male,Yes,No
19771840,22.8,17.37,442.2,1,0,52,40,Female,No,No
55846,101.1,24.71666666666667,763.0,6,5,40,34,Female,Yes,Yes
18429024,118.3,21.2,792.0,5,4,52,64,Male,No,No
19020732,24.6,22.584444444444443,695.0666666666666,1,4,55,30,Female,No,No
27771781,70.7,11.317037037037037,559.0222222222222,4,1,54,36,Female,Yes,No
15597602,87.5,17.45793650793651,747.4761904761905,8,3,38,42,Female,No,No
18857731,41.6,18.55869918699187,573.5219512195122,3,4,42,41,Male,No,No
18946148,91.5,15.305847953216375,738.3508771929825,7,2,5,57,Male,Yes,No
720276,48.9,13.268771929824561,556.1263157894737,2,3,3,38,Male,Yes,No
23559717,84.0,13.742857142857142,644.5714285714286,5,2,45,35,Female,No,No
26112607,68.1,17.7258024691358,463.54814814814813,5,0,40,54,Female,No,No
24092269,73.2,12.371269841269841,502.27619047619044,8,0,20,42,Male,No,No
20042424,65.5,22.23410852713178,734.046511627907,7,5,39,43,Male,Yes,No
24422650,57.3,17.35076923076923,621.0461538461539,8,1,25,52,Female,Yes,No
8213802,48.8,21.520000000000003,631.2,6,4,18,32,Male,Yes,No
29522157,73.9,19.017936507936508,661.0761904761905,5,1,25,42,Female,Yes,No
2360146,111.5,15.75,765.0,6,0,31,26,Male,Yes,No
15492571,51.0,18.65,579.0,7,1,45,32,Male,Yes,No
7619723,36.3,14.864444444444445,531.8666666666667,6,2,24,48,Male,No,Yes
29596933,21.6,14.724108527131783,583.446511627907,8,4,36,43,Female,Yes,No
11961359,51.0,17.566666666666666,574.0,2,2,24,32,Female,Yes,No
9159735,90.7,25.15543859649123,789.3263157894737,7,1,23,38,Male,No,Yes
24091938,38.0,15.481884057971014,568.9130434782609,8,3,60,46,Female,No,No
5663316,47.3,11.786666666666667,647.2,3,4,53,50,Female,No,No
12445208,78.9,15.12551724137931,727.5310344827586,5,2,53,58,Male,Yes,No
1408,62.7,13.316879432624114,559.0127659574468,6,0,5,47,Female,Yes,Yes
29164522,45.1,20.13885057471264,608.3310344827586,2,4,34,58,Female,No,Yes
462174,27.6,11.69213675213675,401.5282051282051,2,0,31,39,Female,No,No
17188845,89.4,17.662469135802468,759.7481481481482,7,3,22,54,Male,Yes,No
19163106,83.0,18.46572327044025,627.9433962264151,4,1,25,53,Female,No,No
20909189,96.5,20.072222222222223,664.3333333333333,5,3,62,60,Female,No,No
3558354,43.5,9.986936936936939,479.21621621621625,2,1,5,37,Female,No,No
10246683,112.7,21.516666666666666,811.0,8,4,3,30,Male,No,No
2229372,12.4,7.449181286549707,326.95087719298243,2,1,7,57,Female,No,No
12137725,52.4,16.91353535353535,474.8121212121212,2,1,7,66,Female,No,No
9461577,72.9,17.631088435374153,637.865306122449,2,2,3,49,Male,No,No
29947,33.2,11.832136752136751,469.9282051282051,4,2,42,39,Male,No,No
14514440,46.5,17.962962962962962,717.7777777777778,4,4,30,45,Female,Yes,No
11008088,87.7,19.71666666666667,763.0,1,5,37,58,Female,No,No
6254136,84.8,22.451045751633984,687.0627450980392,6,2,29,51,Male,No,No
12687324,25.1,7.816553672316385,408.99322033898306,5,4,44,59,Female,No,Yes
6484937,86.6,23.616666666666667,757.0,7,5,45,55,Female,Yes,No
224828,75.8,19.904615384615386,714.2769230769231,4,4,22,65,Male,Yes,No
2265329,107.3,16.47,748.2,4,2,15,50,Male,Yes,Yes
4905489,61.6,14.728235294117647,703.6941176470589,1,2,56,34,Male,Yes,No
24830115,20.1,9.934444444444445,356.0666666666667,4,0,4,48,Male,No,No
17349757,55.9,12.88108843537415,532.8653061224489,8,2,35,49,Female,No,No
3211555,31.0,21.346969696969694,680.8181818181818,5,5,52,44,Male,No,No
22733459,28.2,18.253737373737373,615.2242424242424,7,3,12,33,Female,Yes,No
13938668,101.2,22.83877192982456,770.3263157894737,6,1,2,38,Female,Yes,No
11568767,58.3,17.321075268817204,679.2645161290322,5,3,53,31,Male,Yes,No
22067105,89.8,18.10333333333333,726.2,6,2,48,64,Male,Yes,No
12157021,130.9,26.45285714285714,807.1714285714286,7,0,21,35,Female,Yes,No
13922141,67.2,18.079056603773587,664.7433962264151,5,4,46,53,Female,Yes,Yes
9764857,113.1,23.520769230769233,751.2461538461539,2,3,50,52,Female,Yes,No
21408627,22.6,15.930404040404042,475.82424242424247,3,3,61,33,Male,No,No
9482327,70.4,22.86,651.6,6,2,52,50,Male,Yes,No
29624130,113.4,22.022962962962964,721.3777777777777,2,2,56,45,Female,Yes,No
6903032,66.1,16.21857142857143,733.1142857142856,7,4,43,28,Female,No,No
9559877,56.2,20.511045751633986,630.6627450980393,6,2,56,51,Female,No,No
21933095,107.9,24.5,810.0,3,5,55,36,Male,Yes,No
23038992,46.6,22.254367816091957,735.2620689655173,8,2,44,29,Female,No,Yes
25258657,47.2,13.50962962962963,570.5777777777778,4,2,57,45,Female,No,No
9663941,87.9,19.045470085470086,842.7282051282051,6,5,50,39,Male,Yes,No
25715624,106.6,20.71666666666667,763.0,6,5,46,45,Male,Yes,Yes
11238241,33.5,20.494871794871795,749.6923076923077,3,3,29,26,Female,No,No
6786128,39.2,12.934901960784314,536.0941176470589,5,2,53,34,Female,No,No
7587100,89.2,20.34111111111111,620.4666666666667,3,2,13,48,Male,Yes,No
6684278,88.5,22.894444444444446,773.6666666666667,1,2,1,48,Male,No,No
6135068,94.2,15.426296296296297,685.5777777777778,2,1,60,45,Male,Yes,No
10928705,35.7,14.244367816091955,554.6620689655173,4,1,11,29,Male,Yes,No
4147676,9.3,10.455365853658536,447.3219512195122,7,3,56,41,Female,No,Yes
28455693,73.0,19.011538461538464,720.6923076923077,7,1,6,26,Female,No,No
22118342,40.1,11.555723270440252,393.3433962264151,6,1,44,53,Male,No,No
18608935,54.2,17.1274358974359,607.6461538461539,8,1,60,52,Male,No,No
2559715,76.5,24.684408602150537,701.0645161290322,2,2,4,31,Male,No,No
11181152,122.3,24.95,777.0,6,4,8,55,Male,No,No
9866611,120.4,24.55,753.0,5,4,55,36,Female,Yes,No
23536976,53.8,13.85030303030303,531.0181818181818,5,3,28,44,Female,Yes,No
14534593,97.2,14.85020202020202,531.0121212121212,8,0,24,66,Female,No,No
7312057,108.1,22.866666666666667,772.0,5,5,48,60,Male,No,No
17631730,101.6,23.933333333333334,776.0,4,4,59,41,Male,Yes,No
11976549,111.4,14.716716417910447,763.0029850746268,2,3,18,67,Female,No,No
487469,93.1,25.816666666666666,829.0,6,5,15,47,Male,No,No
11958029,97.4,24.349181286549708,740.9508771929825,4,3,29,57,Female,No,No
